,<= 0,Lo 30,Med 40,Hi 30,Lo 20,Qnt 2,Qnt 3,Qnt 4,Hi 20,Lo 10,Dec 2,Dec 3,Dec 4,Dec 5,Dec 6,Dec 7,Dec 8,Dec 9,Hi 10
197501,   26.00,   11.05,   17.96,   23.99,   10.27,   16.23,   16.65,   22.42,   25.24,   10.40,    9.94,   14.48,   18.51,   15.97,   18.43,   22.19,   22.70,   22.28,   30.59
197502,    6.15,    8.14,    2.83,    2.58,    9.28,    2.81,    3.34,    2.93,    1.46,   11.29,    4.23,    3.30,    2.20,    3.75,    2.25,    2.19,    3.77,    0.17,    3.63
197503,   -0.79,    3.08,    2.15,    7.53,    3.15,    3.17,    0.74,    6.25,    6.73,    3.41,    2.46,    2.75,    3.71,   -0.17,    3.13,    4.38,    8.35,    7.78,    5.02
197504,    6.38,    5.72,    2.24,    5.69,    5.74,    4.53,    1.66,    4.82,    4.06,    4.85,    8.16,    5.60,    3.18,    1.52,    2.02,    2.47,    7.35,    3.59,    4.85
197505,    9.58,    5.85,    5.97,    2.74,    5.38,    8.14,    5.00,    3.08,    3.89,    4.64,    7.33,    7.99,    8.35,    5.03,    4.90,    4.51,    1.61,    3.41,    4.68
197506,   11.56,    4.43,    6.49,    7.23,    3.88,    7.13,    5.56,    7.87,    6.60,    3.01,    6.13,    6.88,    7.45,    5.25,    6.35,    7.87,    7.87,    7.55,    5.06
197507,   -1.87,   -7.31,   -3.75,   -3.69,   -7.89,   -4.32,   -4.19,   -4.53,   -3.85,   -8.81,   -5.87,   -5.37,   -2.27,   -3.98,   -4.71,   -5.09,   -3.50,   -3.83,   -3.87
197508,  -11.01,   -2.33,   -2.03,   -4.03,   -2.36,   -2.34,   -2.53,   -0.85,   -5.08,   -2.98,   -1.06,   -2.24,   -2.54,   -2.48,   -2.66,    0.20,   -2.74,   -3.50,   -7.44
197509,   -4.88,   -3.92,   -2.81,   -3.65,   -4.54,   -1.85,   -2.85,   -3.78,   -4.46,   -4.63,   -4.37,   -1.87,   -1.81,   -3.03,   -2.41,   -4.39,   -2.67,   -4.24,   -4.81
197510,   -0.66,    6.31,    5.49,    4.58,    6.80,    5.45,    4.56,    5.72,    3.47,    7.54,    5.27,    4.73,    6.81,    4.25,    5.29,    5.63,    5.88,    4.85,    1.33
197511,   -6.82,    2.97,    3.40,    4.21,    3.21,    2.48,    3.42,    4.04,    4.14,    3.55,    2.49,    2.16,    3.08,    3.00,    4.43,    3.91,    4.29,    3.80,    4.69
197512,    7.03,   -1.80,    0.28,    0.21,   -2.57,    0.65,    0.22,    0.02,    0.60,   -2.81,   -2.04,    0.77,    0.43,    0.26,    0.14,    0.16,   -0.24,    0.66,    0.51
197601,   24.72,   10.96,   15.07,   20.92,   11.35,   10.89,   15.21,   18.44,   22.72,   11.31,   11.42,    9.70,   13.08,   14.61,   16.61,   18.24,   18.81,   20.36,   26.50
197602,    4.89,   -1.02,    2.61,    7.84,   -1.71,    2.14,    1.89,    3.35,   10.35,   -3.06,    1.18,    1.25,    3.73,    1.00,    3.95,    2.53,    4.83,    8.48,   13.15
197603,    8.12,    2.79,    2.74,    2.04,    2.72,    3.10,    2.35,    2.26,    2.70,    3.05,    2.03,    3.01,    3.24,    2.83,    1.27,    2.85,    1.22,    2.72,    2.67
197604,    5.71,   -1.57,    0.07,   -1.42,   -2.15,   -0.02,    0.51,   -0.35,   -1.61,   -2.53,   -1.36,    0.30,   -0.58,    1.02,   -0.65,    0.11,   -1.18,   -1.86,   -1.25
197605,   -1.57,   -0.63,   -1.63,   -1.85,   -1.19,    0.07,   -1.05,   -2.55,   -1.74,   -1.55,   -0.45,    1.11,   -1.75,   -0.96,   -1.27,   -2.86,   -1.98,   -1.47,   -2.12
197606,    9.71,    4.45,    4.94,    5.01,    4.42,    4.18,    5.74,    5.65,    4.16,    5.25,    2.73,    4.56,    3.48,    5.20,    6.98,    5.39,    6.11,    3.71,    4.78
197607,    9.40,   -1.21,    0.31,    0.49,   -1.61,    0.24,    0.25,    0.13,    1.49,   -1.50,   -1.87,    0.22,    0.27,    0.73,   -0.58,    0.62,   -0.48,    1.31,    1.72
197608,   -5.65,   -0.45,    0.90,   -1.04,   -0.59,    0.24,    1.34,   -0.73,   -0.88,   -0.19,   -1.54,    0.04,    0.60,    2.41,   -0.58,   -0.35,   -1.20,    0.10,   -2.16
197609,   -1.87,    2.23,    3.08,    2.68,    1.75,    3.75,    3.14,    3.26,    0.92,    1.53,    2.28,    3.94,    3.43,    2.80,    3.76,    2.32,    4.46,    1.41,    0.25
197610,   -0.01,   -2.48,   -1.21,   -2.91,   -2.52,   -2.07,   -0.91,   -2.24,   -3.00,   -2.95,   -1.51,   -2.33,   -1.61,   -0.40,   -1.84,   -1.77,   -2.82,   -2.09,   -4.22
197611,   -1.15,   -0.54,    2.52,    2.70,   -0.81,    1.14,    2.37,    2.42,    4.01,   -1.75,    1.41,    0.37,    2.49,    2.77,    1.63,    3.20,    1.44,    4.20,    3.74
197612,   13.13,    5.01,    6.97,    9.22,    4.39,    7.48,    6.29,    8.57,    9.07,    3.69,    5.96,    7.11,    8.12,    5.71,    7.37,    7.94,    9.37,    8.43,    9.95
197701,    2.39,   -5.98,   -1.15,    1.03,   -7.01,   -2.68,   -0.79,    0.01,    2.17,   -7.91,   -5.03,   -2.55,   -2.91,   -1.07,   -0.27,    0.07,   -0.07,    1.81,    2.67
197702,    0.19,   -1.84,   -1.46,   -1.17,   -1.51,   -2.75,   -0.93,   -1.50,   -1.41,   -1.54,   -1.46,   -2.88,   -2.53,   -0.62,   -1.49,   -1.96,   -0.92,   -0.95,   -2.06
197703,    1.22,   -1.55,   -0.46,    0.41,   -1.51,   -1.06,   -0.80,   -0.12,    1.42,   -1.54,   -1.44,   -1.67,   -0.02,   -1.05,   -0.35,    0.25,   -0.59,    2.18,    0.34
197704,    5.73,   -1.01,    1.93,    3.65,   -1.84,    2.02,    1.55,    3.14,    3.48,   -2.91,    0.47,    1.73,    2.50,    1.81,    1.08,    2.61,    3.82,    4.27,    2.34
197705,   -3.78,   -1.73,   -0.06,   -0.73,   -2.07,   -0.71,    0.42,   -0.76,   -0.83,   -2.24,   -1.71,   -0.66,   -0.79,    1.10,   -0.82,   -0.87,   -0.63,   -0.98,   -0.60
197706,    8.82,    5.77,    4.02,    5.66,    6.17,    4.60,    3.57,    5.15,    5.65,    6.94,    4.57,    4.51,    4.76,    2.62,    5.34,    4.72,    5.67,    5.12,    6.41
197707,    2.08,   -1.39,   -0.93,   -1.98,   -1.15,   -2.31,   -0.79,   -0.18,   -2.38,   -0.91,   -1.54,   -2.33,   -2.30,   -0.83,   -0.75,    0.67,   -1.57,   -2.25,   -2.59
197708,   -0.83,    0.34,   -3.17,   -2.51,    0.95,   -2.74,   -2.40,   -3.66,   -2.77,    1.70,   -0.29,   -2.08,   -3.33,   -2.43,   -2.38,   -4.52,   -2.23,   -2.38,   -3.41
197709,    0.54,   -0.54,    1.11,   -0.26,   -0.50,   -0.24,    1.76,    0.47,   -0.07,   -1.06,    0.45,   -0.71,    0.19,    0.78,    2.41,    1.04,   -0.46,    0.22,   -0.54
197710,   -0.90,   -4.32,   -3.58,   -2.65,   -4.31,   -3.79,   -4.25,   -2.39,   -3.17,   -4.08,   -4.71,   -4.33,   -3.30,   -4.05,   -4.37,   -2.56,   -2.11,   -2.61,   -4.09
197711,    5.51,    4.31,    4.18,    5.88,    4.22,    4.56,    4.07,    4.24,    7.19,    3.88,    4.77,    4.70,    4.43,    5.40,    3.21,    4.08,    4.51,    6.19,    8.87
197712,    0.12,    0.42,    0.94,    1.28,    0.33,    1.09,    1.18,    0.47,    1.15,    0.99,   -0.77,    0.77,    1.38,    0.70,    1.50,   -0.11,    1.42,    1.35,    0.83
197801,    5.12,   -6.30,   -5.36,   -2.58,   -6.11,   -6.75,   -4.98,   -4.25,   -1.68,   -5.82,   -6.61,   -7.09,   -6.44,   -5.56,   -4.60,   -4.69,   -3.54,   -2.53,   -0.30
197802,   -1.39,   -2.22,    0.60,   -0.43,   -2.47,   -0.93,    1.70,   -0.11,   -0.47,   -3.07,   -1.44,   -1.18,   -0.71,    0.78,    2.30,    0.06,   -0.39,   -0.62,   -0.23
197803,    8.34,    2.48,    3.98,    5.02,    1.98,    4.41,    3.93,    3.73,    6.10,    1.09,    3.49,    4.55,    4.28,    4.44,    3.61,    3.66,    3.85,    5.77,    6.62
197804,    5.85,   11.00,    5.74,    6.90,   11.44,    8.06,    5.45,    5.42,    7.02,   12.08,   10.37,    9.21,    7.06,    7.89,    3.91,    4.57,    6.77,    7.14,    6.84
197805,    8.56,    2.35,    1.65,    3.42,    2.29,    2.36,    1.31,    1.88,    4.50,    2.52,    1.90,    2.60,    2.15,    1.68,    1.07,    1.67,    2.21,    3.55,    5.95
197806,    1.01,   -1.35,   -1.25,   -0.88,   -1.16,   -2.13,   -1.22,   -0.74,   -0.13,   -0.50,   -2.26,   -2.14,   -2.13,   -1.49,   -1.03,   -0.10,   -1.73,    0.53,   -1.11
197807,    3.64,    6.83,    4.27,    5.88,    7.25,    5.20,    4.12,    4.75,    6.20,    7.42,    6.98,    5.43,    4.95,    5.21,    3.19,    3.93,    5.53,    4.90,    8.47
197808,   13.21,    4.10,    4.74,    3.64,    3.90,    4.61,    4.84,    3.90,    4.21,    4.12,    3.55,    4.79,    4.40,    5.04,    4.66,    4.83,    3.02,    3.96,    4.64
197809,   -1.93,   -2.47,    0.81,   -0.19,   -3.13,   -0.41,    1.42,    0.19,   -0.20,   -3.52,   -2.50,   -0.23,   -0.62,    1.53,    1.33,    0.59,   -0.19,    0.10,   -0.70
197810,  -31.07,  -11.29,  -10.13,  -13.36,  -11.01,  -11.90,   -9.13,  -11.27,  -15.76,  -10.09,  -12.49,  -12.20,  -11.56,  -10.42,   -8.02,  -11.84,  -10.72,  -14.07,  -18.62
197811,    4.58,    3.49,    3.44,    3.35,    3.45,    3.20,    3.80,    3.23,    3.31,    3.57,    3.25,    3.62,    2.74,    4.14,    3.52,    3.06,    3.40,    3.36,    3.21
197812,   -4.30,    2.87,    0.84,    0.16,    3.21,    1.32,    0.70,    0.64,    0.39,    4.95,    0.35,    1.74,    0.84,    1.42,    0.09,    1.38,   -0.08,    0.67,   -0.12
197901,   15.93,    3.73,    5.39,    7.43,    3.32,    5.48,    4.87,    6.53,    8.43,    2.43,    4.84,    5.13,    5.89,    5.04,    4.71,    6.69,    6.38,    6.90,   11.28
197902,   -5.90,   -3.62,   -2.43,   -2.61,   -4.00,   -2.75,   -2.28,   -2.21,   -2.74,   -3.94,   -4.10,   -2.34,   -3.21,   -3.06,   -1.60,   -1.92,   -2.48,   -2.41,   -3.32
197903,   13.95,    6.33,    5.93,    7.77,    6.00,    6.88,    5.57,    6.89,    8.49,    5.49,    6.86,    7.43,    6.26,    7.58,    3.85,    6.79,    7.00,    7.45,   10.37
197904,    2.88,    0.42,    0.78,    1.30,    0.46,    0.84,    0.26,    1.59,    1.17,    0.22,    0.85,    0.27,    1.49,    0.94,   -0.34,    1.75,    1.43,    1.49,    0.60
197905,   -6.24,   -1.93,   -1.20,   -1.14,   -2.04,   -1.21,   -1.26,   -1.23,   -1.27,   -1.98,   -2.14,   -1.56,   -0.82,   -1.54,   -1.01,   -1.48,   -1.00,   -1.28,   -1.25
197906,    2.55,    3.47,    5.48,    5.79,    2.94,    5.19,    5.29,    6.57,    5.08,    1.98,    4.56,    5.21,    5.18,    6.59,    4.12,    6.57,    6.57,    4.08,    6.83
197907,   -3.77,    0.75,    2.01,    3.01,    0.29,    2.22,    1.95,    1.93,    3.53,   -0.65,    1.87,    1.98,    2.56,    1.99,    1.92,    1.56,    2.31,    3.09,    4.19
197908,    4.38,    6.97,    5.67,    5.76,    6.93,    7.19,    4.96,    5.50,    6.54,    6.71,    7.30,    7.08,    7.34,    5.68,    4.30,    6.26,    4.71,    6.59,    6.47
197909,    2.52,   -0.64,    0.75,   -0.80,   -1.16,    0.56,    1.01,   -0.35,   -0.65,   -1.51,   -0.59,    0.71,    0.34,    1.24,    0.79,    0.28,   -1.01,   -0.61,   -0.72
197910,  -15.59,   -7.03,   -6.56,   -8.92,   -6.87,   -6.37,   -6.70,   -8.19,   -9.42,   -6.95,   -6.75,   -7.44,   -4.85,   -6.92,   -6.50,   -8.15,   -8.23,   -7.86,  -11.72
197911,   14.46,    7.09,    5.80,    4.62,    6.82,    7.42,    4.86,    6.87,    3.78,    7.22,    6.18,    7.78,    6.94,    3.83,    5.84,    7.90,    5.77,    4.84,    2.15
197912,   19.94,    3.55,    1.52,    2.58,    3.12,    3.97,    0.72,    1.68,    3.94,    2.58,    4.02,    4.65,    3.03,    0.57,    0.86,    2.55,    0.75,    2.83,    5.69
198001,    4.91,    5.30,    6.51,    7.99,    4.63,    7.33,    6.05,    6.20,    9.48,    3.51,    6.46,    6.99,    7.81,    8.05,    4.21,    6.49,    5.89,    7.27,   12.88
198002,    0.86,   -2.80,    1.63,   -0.23,   -3.55,    0.25,    2.18,   -0.71,    0.11,   -3.44,   -3.71,   -0.94,    1.90,    2.82,    1.56,   -0.71,   -0.72,    0.52,   -0.49
198003,  -30.74,  -10.32,  -11.27,  -13.93,   -9.24,  -12.45,  -10.91,  -11.84,  -15.38,   -9.20,   -9.31,  -12.92,  -11.81,  -12.29,   -9.57,  -11.88,  -11.79,  -13.59,  -18.00
198004,    7.32,    4.07,    5.70,    6.06,    3.84,    4.25,    5.85,    8.00,    4.52,    3.46,    4.43,    4.65,    3.71,    4.37,    7.25,    7.79,    8.24,    6.23,    1.89
198005,    3.98,    5.99,    5.65,    6.80,    5.74,    6.00,    5.95,    5.38,    7.63,    5.56,    6.03,    6.60,    5.19,    6.47,    5.48,    5.14,    5.65,    8.22,    6.69
198006,   11.43,    3.38,    3.59,    2.78,    3.22,    4.36,    2.55,    4.48,    2.28,    2.90,    3.71,    3.77,    5.18,    3.59,    1.59,    5.37,    3.49,    2.02,    2.69
198007,    4.66,    9.73,    5.76,    3.47,   11.59,    6.75,    4.79,    3.71,    5.88,   12.09,   10.86,    6.23,    7.52,    3.90,    6.00,    6.09,    1.66,    3.61,    8.33
198008,    1.76,    2.90,    1.80,    2.07,    3.62,    1.89,    1.78,    1.98,    1.12,    4.20,    2.78,    1.47,    2.52,    0.96,    2.87,    1.04,    2.82,    0.64,    1.61
198009,   13.70,    4.30,    3.21,   -0.65,    4.01,    5.33,    3.04,   -0.52,    0.31,    4.08,    3.90,    4.88,    5.98,    4.52,    1.11,    0.48,   -1.41,    0.87,   -0.26
198010,    0.14,    2.30,    2.81,   -0.25,    1.72,    3.82,    3.63,   -1.03,    0.90,    3.17,   -0.44,    3.48,    4.32,    4.32,    2.72,   -0.90,   -1.15,    0.53,    1.28
198011,    8.94,   11.74,   12.43,    4.48,   11.56,   13.54,   14.65,    4.51,    2.76,   11.96,   10.93,   12.11,   15.60,   17.96,   10.19,    3.05,    5.82,    3.74,    1.70
198012,   -7.18,   -2.58,   -4.38,   -0.84,   -1.54,   -5.27,   -4.64,   -1.02,   -0.77,   -1.03,   -2.33,   -4.62,   -6.17,   -5.23,   -3.79,   -1.15,   -0.90,   -0.56,   -1.01
198101,   -6.73,   -5.74,   -4.72,    1.75,   -5.87,   -6.31,   -4.81,    0.42,    2.18,   -6.99,   -4.09,   -5.47,   -7.51,   -6.49,   -2.41,   -0.69,    1.41,    1.96,    2.43
198102,   -0.85,    2.38,    1.41,    1.59,    2.37,    2.03,    0.60,    2.52,    1.36,    1.51,    3.71,    2.40,    1.49,    1.39,   -0.50,    3.39,    1.76,    0.47,    2.35
198103,   13.47,    4.28,    4.07,    5.65,    4.84,    4.15,    2.46,    4.98,    7.80,    4.89,    4.76,    3.15,    5.61,    1.45,    3.90,    6.14,    3.95,    5.53,   10.26
198104,    8.32,   -1.63,   -1.47,    1.57,   -1.28,   -2.88,   -1.41,    1.87,    0.38,   -0.57,   -2.36,   -2.33,   -3.66,   -3.28,    1.18,    1.13,    2.54,    0.68,    0.08
198105,   17.76,    1.38,   -0.09,    2.94,    2.47,   -0.92,   -0.61,    2.92,    2.15,    3.40,    1.05,   -0.87,   -0.99,   -1.39,    0.42,    2.20,    3.57,    1.96,    2.36
198106,   -8.40,   -3.54,    1.93,    0.19,   -4.92,    0.62,    2.44,    0.18,    0.36,   -6.09,   -3.08,   -0.59,    2.36,    1.82,    3.24,    0.30,    0.06,    1.17,   -0.48
198107,   -1.13,    0.85,   -0.79,   -1.16,    0.86,    1.78,   -2.14,   -2.28,   -0.74,    0.78,    0.92,    0.82,    3.02,   -2.42,   -1.67,   -2.60,   -1.90,    0.00,   -2.33
198108,  -10.78,   -7.22,   -5.53,   -2.85,   -7.01,   -6.73,   -5.45,   -5.24,   -1.92,   -9.05,   -5.23,   -7.73,   -5.45,   -5.91,   -4.69,   -5.86,   -4.49,   -0.74,   -4.48
198109,   -9.75,   -6.86,   -6.05,   -1.97,   -7.42,   -6.50,   -6.31,   -2.77,   -1.74,   -9.24,   -5.91,   -5.47,   -7.76,   -6.69,   -5.70,   -3.10,   -2.38,   -0.32,   -4.94
198110,   16.78,    8.43,    4.29,    4.63,    8.73,    7.49,    3.85,    3.12,    4.57,   11.43,    6.54,    7.70,    7.20,    3.21,    4.89,    1.73,    4.75,    4.96,    3.62
198111,   15.50,    3.69,    5.06,    4.22,    2.98,    5.44,    4.64,    4.93,    4.20,    0.36,    5.18,    5.41,    5.47,    4.67,    4.58,    5.52,    4.26,    3.67,    5.47
198112,   -6.15,   -3.03,   -2.50,   -2.33,   -2.91,   -3.02,   -2.94,   -2.06,   -1.98,   -3.79,   -2.20,   -3.31,   -2.63,   -3.00,   -2.85,   -1.30,   -2.96,   -1.70,   -2.63
198201,   -2.18,   -2.24,   -3.63,    0.21,   -2.21,   -3.69,   -3.22,   -1.42,    0.60,   -3.91,   -0.84,   -2.34,   -5.50,   -3.46,   -2.84,   -2.18,   -0.51,    1.33,   -1.12
198202,    0.73,   -7.42,   -3.32,   -1.74,   -7.39,   -6.76,   -2.81,   -1.19,   -2.23,   -9.55,   -5.70,   -7.49,   -5.76,   -2.88,   -2.69,   -1.50,   -0.84,   -3.11,   -0.07
198203,   -2.92,   -1.98,   -0.52,    1.85,   -3.14,   -0.04,   -0.96,    1.61,    1.77,   -3.91,   -2.56,    0.84,   -1.21,   -1.56,   -0.02,    1.28,    2.00,    1.81,    1.68
198204,   10.86,    5.82,    3.78,    2.84,    6.52,    4.33,    3.57,    3.54,    2.34,    6.10,    6.83,    4.18,    4.55,    3.17,    4.21,    3.35,    3.76,    1.45,    4.41
198205,    1.36,   -3.48,   -2.29,   -2.19,   -4.04,   -2.11,   -2.04,   -3.16,   -1.60,   -5.06,   -3.29,   -2.13,   -2.07,   -1.84,   -2.35,   -3.08,   -3.25,   -1.24,   -2.37
198206,   16.77,   -2.65,   -1.21,   -1.62,   -3.19,   -1.43,   -0.75,   -1.60,   -1.84,   -4.60,   -2.16,   -1.39,   -1.49,   -0.65,   -0.90,   -1.93,   -1.23,   -2.47,   -0.47
198207,   -1.08,   -0.88,   -3.72,   -1.61,   -0.40,   -3.23,   -3.56,   -2.20,   -1.89,   -1.91,    1.13,   -2.01,   -4.69,   -3.38,   -3.75,   -3.12,   -1.41,   -1.81,   -2.05
198208,    7.76,   10.90,   12.31,   12.69,   10.83,   11.55,   12.10,   13.08,   11.77,   11.28,   10.39,   11.08,   12.14,   11.20,   13.02,   12.77,   13.35,   12.01,   11.26
198209,    6.83,    2.05,    2.33,    0.65,    2.06,    2.41,    2.73,    0.75,    1.09,    1.57,    2.55,    2.03,    2.87,    3.15,    2.30,    1.24,    0.34,    1.18,    0.89
198210,   17.99,   13.27,   11.40,    9.93,   13.15,   12.00,   11.15,   11.64,    9.04,   15.25,   11.08,   13.56,   10.11,    9.90,   12.43,   12.92,   10.56,    7.33,   12.68
198211,    8.40,    7.49,    3.11,    4.63,    7.80,    5.19,    3.00,    3.77,    5.11,    8.99,    6.59,    6.74,    3.26,    3.14,    2.87,    3.14,    4.31,    3.86,    7.60
198212,   20.15,    1.16,    1.16,    1.50,    1.80,    0.25,    1.18,    0.41,    4.00,   -0.31,    3.99,   -0.41,    1.12,    1.75,    0.62,    1.15,   -0.22,    3.81,    4.35
198301,    5.35,    3.77,    3.60,    5.76,    3.92,    3.58,    3.83,    5.45,    3.29,    4.95,    2.90,    3.37,    3.84,    2.63,    5.02,    3.04,    7.53,    2.87,    4.09
198302,   -1.14,    3.74,    2.93,    2.86,    3.27,    3.95,    3.87,    1.91,    4.02,    3.46,    3.08,    4.95,    2.64,    3.25,    4.48,    1.73,    2.06,    3.27,    5.42
198303,    5.49,    2.50,    4.76,    3.44,    2.63,    3.20,    4.52,    4.17,    3.70,    2.04,    3.24,    2.19,    4.56,    5.43,    3.64,    5.29,    3.25,    3.08,    4.85
198304,   27.62,    6.05,    8.87,    7.20,    6.50,    6.29,    8.47,    8.55,    7.11,    5.62,    7.40,    4.91,    8.12,    8.12,    8.83,   10.09,    7.25,    5.59,    9.85
198305,    5.13,    1.06,    0.86,    0.63,    1.68,    0.41,    1.33,   -0.43,    2.09,    3.07,    0.30,   -0.54,    1.63,   -0.30,    2.94,   -0.49,   -0.38,    2.43,    1.51
198306,   15.77,    5.35,    3.76,    1.01,    5.83,    5.34,    3.13,    1.31,    1.56,    5.77,    5.89,    4.11,    6.88,    4.61,    1.72,    2.12,    0.61,    0.03,    4.17
198307,   -7.33,   -5.30,   -2.33,   -0.77,   -5.14,   -4.90,   -2.62,   -0.33,   -1.38,   -5.14,   -5.14,   -5.79,   -3.57,   -2.73,   -2.48,   -0.85,    0.16,   -1.97,    0.03
198308,   -3.35,   -1.89,    0.42,    4.54,   -1.89,   -1.42,   -0.33,    3.20,    5.10,   -2.73,   -0.40,   -1.89,   -0.73,   -0.78,    0.23,    2.66,    3.71,    4.63,    6.20
198309,    5.18,    2.19,    1.61,    1.25,    2.45,    2.05,    2.28,    0.31,    1.29,    2.39,    2.57,    1.36,    3.06,    2.56,    1.95,   -0.64,    1.18,    1.80,    0.10
198310,   -2.59,   -4.42,   -1.40,   -0.55,   -4.68,   -3.04,   -1.08,   -0.64,   -0.95,   -5.77,   -2.80,   -3.61,   -2.22,    0.46,   -2.98,   -1.41,    0.05,   -1.04,   -0.74
198311,   -2.39,    3.09,    2.70,    2.22,    2.75,    3.17,    3.39,    2.50,    1.80,    1.82,    4.31,    4.16,    1.77,    2.58,    4.43,    2.08,    2.87,    1.91,    1.55
198312,   -1.45,   -1.05,   -1.04,   -0.57,   -1.28,   -0.27,   -1.99,   -0.96,    0.38,   -1.20,   -1.42,   -0.31,   -0.22,   -1.82,   -2.21,    0.17,   -1.98,    0.53,    0.01
198401,    6.65,   -5.16,    0.46,    3.41,   -6.02,   -1.57,    0.24,    1.18,    4.98,   -6.65,   -4.97,   -2.55,   -0.14,   -1.97,    3.06,    1.31,    1.06,    5.26,    4.30
198402,   -9.10,   -5.07,   -4.32,   -1.73,   -4.65,   -6.20,   -4.58,   -2.68,   -1.01,   -5.25,   -3.68,   -6.28,   -6.10,   -4.47,   -4.71,   -2.55,   -2.80,   -2.67,    2.86
198403,   -3.78,    1.37,    1.56,    0.66,    1.24,    2.37,    0.62,    1.73,    0.19,    0.96,    1.67,    1.76,    3.23,    0.64,    0.59,    2.11,    1.38,   -0.49,    1.68
198404,   -1.37,    0.22,    0.15,    1.56,    0.48,   -0.17,    0.78,    0.61,    1.15,    0.37,    0.66,   -0.55,    0.35,    1.11,    0.39,   -1.10,    2.18,    1.67,    0.03
198405,   -8.16,   -4.97,   -4.60,   -5.69,   -5.17,   -3.76,   -5.94,   -4.27,   -6.10,   -5.41,   -4.77,   -4.37,   -2.92,   -6.37,   -5.42,   -3.38,   -5.07,   -6.24,   -5.80
198406,    7.91,    4.43,    1.64,    2.45,    4.03,    5.11,    1.93,   -0.24,    3.97,    3.84,    4.32,    5.63,    4.38,    2.31,    1.47,   -0.85,    0.32,    5.82,   -1.13
198407,   -7.91,   -1.87,   -2.04,   -2.42,   -1.65,   -2.64,   -0.95,   -3.25,   -2.00,   -1.19,   -2.32,   -2.63,   -2.65,   -1.86,   -0.30,   -3.67,   -2.98,   -2.47,   -1.24
198408,   10.64,   11.56,   11.23,   11.24,   11.90,   11.07,   10.55,   11.15,   11.80,   12.67,   10.77,   10.42,   11.73,   10.84,   10.35,   12.12,   10.51,   12.61,   10.50
198409,   -1.60,   -2.45,   -0.14,    3.13,   -2.86,   -1.18,    0.16,    1.67,    3.62,   -3.55,   -1.83,   -1.05,   -1.32,   -0.60,    0.69,    0.45,    2.49,    3.45,    3.91
198410,   -4.73,    0.20,    0.67,   -0.43,   -0.16,    1.47,    1.05,   -0.57,   -0.54,   -0.76,    0.72,    1.38,    1.55,    0.21,    1.59,   -1.01,   -0.29,   -1.68,    1.30
198411,   -4.95,   -2.67,   -1.17,    0.93,   -3.19,   -1.03,   -1.28,   -0.20,    1.41,   -4.18,   -1.77,   -0.92,   -1.13,   -1.73,   -0.98,   -1.00,    0.30,    1.04,    1.99
198412,    4.20,    2.58,    2.52,    2.23,    2.70,    2.36,    2.38,    2.41,    2.30,    2.53,    2.94,    2.21,    2.51,    1.66,    2.84,    2.83,    2.14,    1.97,    2.80
198501,   16.21,   10.99,    8.39,    5.93,   11.15,    9.65,    8.09,    7.30,    5.51,   12.80,    8.84,   10.46,    8.82,    8.55,    7.80,    8.58,    6.48,    5.48,    5.55
198502,    1.08,    1.60,    1.85,    2.19,    1.18,    2.09,    1.82,    2.46,    2.07,    0.93,    1.54,    2.98,    1.14,    1.74,    1.87,    2.63,    2.35,    2.84,    0.90
198503,    0.33,   -1.67,   -0.68,    2.14,   -2.33,   -0.18,   -0.62,    1.00,    2.22,   -3.47,   -0.68,    0.49,   -0.90,    0.59,   -1.38,   -0.58,    2.03,    2.03,    2.51
198504,   -2.04,   -1.85,   -0.68,    1.90,   -1.71,   -2.34,   -0.81,    1.34,    2.30,   -2.19,   -1.03,   -2.30,   -2.39,   -0.02,   -1.31,    1.30,    1.37,    2.44,    2.09
198505,    7.05,    5.76,    6.60,    5.00,    5.59,    6.69,    7.24,    5.10,    4.79,    5.01,    6.40,    6.30,    7.11,    8.81,    6.21,    4.82,    5.29,    5.12,    4.27
198506,    1.79,    1.47,    2.01,    1.57,    1.05,    2.50,    1.80,    1.34,    2.19,    0.42,    1.92,    2.80,    2.18,    1.39,    2.08,    2.28,    0.68,    1.88,    2.67
198507,   -0.06,    0.58,   -0.48,   -1.21,    0.70,    0.40,   -0.29,   -1.27,   -1.33,    1.01,    0.32,    0.21,    0.62,   -0.16,   -0.43,   -1.48,   -0.95,   -2.38,    0.71
198508,   -1.79,   -1.60,   -0.07,    0.77,   -1.86,   -0.12,   -0.16,    0.19,    0.59,   -1.84,   -1.88,   -0.76,    0.63,   -0.01,   -0.31,   -0.43,    1.14,    0.86,    0.09
198509,   -6.65,   -4.38,   -2.93,   -4.35,   -4.62,   -2.68,   -3.44,   -3.77,   -4.18,   -4.44,   -4.83,   -3.62,   -1.56,   -3.76,   -3.13,   -3.15,   -4.71,   -4.13,   -4.27
198510,    4.22,    3.89,    5.14,    5.27,    3.84,    4.36,    4.65,    5.43,    5.68,    3.63,    4.08,    4.06,    4.71,    4.68,    4.61,    6.11,    4.39,    6.14,    4.81
198511,    0.21,    8.88,    6.64,    4.92,    9.38,    7.72,    7.55,    4.48,    5.03,    9.14,    9.67,    7.28,    8.27,    7.75,    7.36,    4.35,    4.67,    5.58,    3.98
198512,    4.14,    5.65,    3.70,    4.30,    6.06,    4.05,    4.23,    3.38,    4.43,    6.05,    6.06,    4.32,    3.73,    5.55,    2.92,    2.95,    4.03,    5.05,    3.21
